# Exp label: Wake98A Recorded at SSS_A-E
# Device ID: ID47481 Mouse group: MT Mouse ID: ES020-1-1-G6_1 DOB: 2019/03/24
# Start: 2019-05-25 08:00:00 End: 2019-05-27 08:00:00 Note: Yes
# Epoch num: 21600
# Sampling frequency: 100
# Staged by FASTER2
Stage,REM probability,NREM probability,Wake probability,NaN ratio EEG-TS,NaN ratio EMG-TS,Outlier ratio EEG-TS,Outlier ratio EMG-TS
Wake,5.705330708509589e-14,4.639157748183636e-06,0.9999953608310252,0.0,0.0,0.0,0.0
Wake,2.5185966378565228e-18,1.333052243741184e-07,0.9999998667044654,0.0,0.0,0.0,0.0
Wake,2.7908326504349323e-12,5.257691526598377e-06,0.9999947423167472,0.0,0.0,0.0,0.0
Wake,9.806412003929288e-15,3.4439132116181596e-07,0.9999996556144237,0.0,0.0,0.0,0.0
Wake,1.8726677173225948e-15,7.746197729071013e-05,0.9999225380332966,0.0,0.0,0.0,0.0
Wake,2.727822187345364e-18,1.935920906304368e-06,0.9999980640732796,0.0,0.0,0.0,0.0
Wake,2.7258920033606225e-18,4.9558208704368765e-06,0.9999950441829261,0.0,0.0,0.0,0.0
Wake,2.184077564843252e-14,2.933417524918052e-06,0.9999970665710014,0.0,0.0,0.0,0.0
Wake,1.1960308387607404e-12,1.4963539476807137e-06,0.9999985036555845,0.0,0.0,0.0,0.0
Wake,1.0164129216167708e-14,3.441917209402276e-05,0.999965580830838,0.0,0.0,0.0,0.0
Wake,1.2338542956388054e-11,0.003363779252450806,0.9966362207489974,0.0,0.0,0.0,0.0
Wake,5.922859118543704e-14,0.02829644001882893,0.9717035599669274,0.0,0.0,0.0,0.0
Wake,6.86242943586881e-14,0.2840167065318025,0.7159832934562279,0.0,0.0,0.0,0.0
Wake,4.0287398827776933e-11,0.33221187400224833,0.6677881259495406,0.0,0.0,0.0,0.0
Wake,3.891037696083451e-11,0.3595330419363641,0.6404669580135972,0.0,0.0,0.0,0.0
NREM,1.506155684707453e-11,0.600380995576223,0.39961900439826087,0.0,0.0,0.0,0.0
NREM,6.307355415198726e-11,0.5865688138440593,0.4134311860819631,0.0,0.0,0.0,0.0
NREM,4.067600411012884e-13,0.771937432049426,0.22806256796397176,0.0,0.0,0.007751937984496124,0.0
NREM,1.1101328023963592e-12,0.8962219077598121,0.1037780922430145,0.0,0.0,0.0,0.0
NREM,4.731320291371098e-15,0.9961895731408452,0.003810426861233366,0.0,0.0,0.0,0.0
NREM,9.698120560564502e-15,0.9989678376102729,0.001032162380455305,0.0,0.0,0.0,0.0
NREM,3.052239590447002e-14,0.9989572000321191,0.00104279995714956,0.0,0.0,0.0,0.0
NREM,1.225898246673216e-14,0.9993434390055934,0.0006565609881329025,0.0,0.0,0.0,0.0
NREM,5.608531805855841e-16,0.9998922255054462,0.00010777450280701038,0.0,0.0,0.0,0.0
NREM,4.112789006137313e-17,0.9999847159783031,1.528402267941206e-05,0.0,0.0,0.0,0.0
NREM,2.945952773870182e-17,0.9999842821342275,1.5717859627434935e-05,0.0,0.0,0.0,0.0
NREM,7.236719136792844e-17,0.9996740519599558,0.00032594803194412427,0.0,0.0,0.0,0.0
NREM,5.250904998735072e-13,0.9828111198023138,0.01718888019186199,0.0,0.0,0.0,0.0
NREM,1.2923370971876845e-12,0.927745337230549,0.07225466278061984,0.0,0.0,0.015503875968992248,0.0
NREM,2.3589582653660655e-11,0.7114807229833936,0.28851927698640223,0.0,0.0,0.0,0.0
NREM,2.0750729563696827e-11,0.7247075532521707,0.27529244673310327,0.0,0.0,0.0,0.0
NREM,6.510453488230997e-12,0.8105072727006064,0.18949272728383157,0.0,0.0,0.0,0.0
NREM,3.0182178475295653e-12,0.8920251260948361,0.10797487390231672,0.0,0.0,0.0,0.0
NREM,2.403373109466899e-15,0.9977246911395218,0.0022753088595102223,0.0,0.0,0.0,0.0
NREM,7.669902385906123e-18,0.9999544497592809,4.555022657842504e-05,0.0,0.0,0.0,0.0
NREM,3.6315814798180405e-18,0.9999939811713517,6.018829206886824e-06,0.0,0.0,0.007751937984496124,0.0
NREM,4.236072213149275e-16,0.9998262429361466,0.00017375706938104485,0.0,0.0,0.0,0.0
NREM,3.2478801377916627e-16,0.9999043458141699,9.565418458307753e-05,0.0,0.0,0.0,0.0
NREM,3.8503726665533536e-16,0.9998724813161493,0.00012751868805670443,0.0,0.0,0.0,0.0
NREM,4.247342249823402e-16,0.9998134007405363,0.00018659926318764095,0.0,0.0,0.0,0.0
NREM,2.310559929793506e-16,0.9998482135662679,0.00015178641974664882,0.0,0.0,0.0,0.0
NREM,4.913186726967014e-16,0.9991352534063682,0.0008647465966457217,0.0,0.0,0.0,0.0
NREM,8.105244994232128e-18,0.999969933866827,3.0066139815771685e-05,0.0,0.0,0.0,0.0
NREM,1.6984207341008667e-18,0.9999917922587298,8.207735651502264e-06,0.0,0.0,0.0,0.0
NREM,5.506219861878988e-15,0.99960330961608,0.0003966903797261422,0.0,0.0,0.0,0.0
NREM,1.6503714022407694e-14,0.9992193613959854,0.0007806386107731357,0.0,0.0,0.0,0.0
NREM,7.657620838332429e-14,0.9978394044536627,0.002160595539604944,0.0,0.0,0.0,0.0
NREM,6.316627696155767e-13,0.9975118703644369,0.002488129643908983,0.0,0.0,0.0,0.0
NREM,5.229438637613863e-16,0.9999081707466404,9.182925913353972e-05,0.0,0.0,0.0,0.0
NREM,1.128365361917448e-16,0.999976433625602,2.356637745881967e-05,0.0,0.0,0.007751937984496124,0.0
NREM,1.1807484579550423e-16,0.9999686811891016,3.131880581735476e-05,0.0,0.0,0.0,0.0
NREM,2.2853033252694273e-16,0.9999855508674752,1.4449137049024901e-05,0.0,0.0,0.0,0.0
NREM,3.2360427254447467e-19,0.9999910835574224,8.916438926430946e-06,0.0,0.0,0.0,0.0
NREM,1.8575015332086988e-16,0.9999651296206934,3.487039140349744e-05,0.0,0.0,0.007751937984496124,0.0
NREM,3.6264902521924143e-19,0.9999848644637875,1.5135525574831763e-05,0.0,0.0,0.0,0.0
NREM,9.735597757424742e-19,0.9991598369849887,0.0008401630276126262,0.0,0.0,0.0,0.0
Wake,1.9593950461921803e-11,0.04624949569428583,0.9537505042975608,0.0,0.0,0.0,0.0
Wake,4.07448312380528e-20,3.6957735980893133e-06,0.999996304227815,0.0,0.0,0.0,0.0
Wake,5.499676249412974e-16,1.4415885102620704e-06,0.9999985584010046,0.0,0.0,0.0,0.0
Wake,2.095846409073194e-05,7.725795981614713e-08,0.9999789642652425,0.0,0.0,0.0,0.0
Wake,3.6081557336636235e-07,5.3050933047855977e-08,0.9999995861281451,0.0,0.0,0.0,0.0
Wake,1.5466947169055255e-08,1.6262853531576006e-06,0.9999983582414331,0.0,0.0,0.0,0.0
Wake,1.226025148779551e-13,4.72771342840634e-06,0.9999952722975222,0.0,0.0,0.007751937984496124,0.0
Wake,2.7761391397678757e-16,7.621061757820067e-11,0.9999999999126883,0.0,0.0,0.007751937984496124,0.0
Wake,5.71272099747089e-19,3.40084425733886e-09,0.9999999965948518,0.0,0.0,0.0,0.0
Wake,1.1457495580135482e-17,8.295795941723485e-11,0.9999999999126885,0.0,0.0,0.0,0.0
Wake,2.789253587600398e-19,2.8496074770218666e-10,0.9999999997089617,0.0,0.0,0.0,0.0
Wake,3.9609189581124106e-18,1.6790659331641827e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,8.71790566013265e-12,1.3402356650495837e-08,0.9999999865744162,0.0,0.0,0.0,0.0
Wake,5.3873227319637e-24,1.74345220663428e-10,0.999999999825377,0.0,0.0,0.0,0.0
Wake,7.129436270813319e-29,5.270344731510039e-08,0.9999999472929645,0.0,0.0,0.0,0.0
Wake,4.435491339744202e-22,1.4183501573461008e-10,0.9999999998544808,0.0,0.0,0.0,0.0
Wake,2.419622324299127e-18,1.4775262061469828e-09,0.9999999985157046,0.0,0.0,0.0,0.0
Wake,1.5294822448567598e-21,7.447310868339495e-11,0.9999999999126885,0.0,0.0,0.0,0.0
Wake,3.360321540696501e-40,1.0628821259328459e-08,0.9999999893771019,0.0,0.0,0.0,0.0
Wake,8.93717663897867e-18,5.808602076484591e-11,0.9999999999417923,0.0,0.0,0.015503875968992248,0.0
Wake,1.5456007650605346e-17,4.038862374634203e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,1.6596612610599167e-14,5.0503537935157235e-12,0.9999999999999833,0.0,0.0,0.007751937984496124,0.0
Wake,9.085362117231614e-26,4.264701591668621e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,4.1044954739602535e-25,1.9263062047206012e-09,0.9999999980791472,0.0,0.0,0.0,0.0
Wake,2.3707465110035436e-19,4.187392984547643e-11,0.9999999999708962,0.0,0.0,0.007751937984496124,0.0
Wake,3.531008976077993e-22,3.3244234071828787e-13,1.0,0.0,0.0,0.0,0.0
Wake,3.075221169250168e-17,2.319622617141253e-08,0.9999999768042473,0.0,0.0,0.0,0.0
Wake,6.601606005846431e-30,4.881700020108294e-12,1.0,0.0,0.0,0.0,0.0
Wake,7.736291403756612e-23,9.592911207333764e-11,0.9999999999126885,0.0,0.0,0.007751937984496124,0.0
Wake,1.5145467080423076e-27,2.42615818362301e-09,0.9999999975843821,0.0025,0.0,0.0,0.0
Wake,2.5698092241054754e-25,9.987712338207536e-10,0.9999999990104698,0.0,0.0,0.0,0.0
Wake,2.0361632411452585e-22,5.0381451146977174e-12,1.0,0.0,0.0,0.0,0.0
Wake,2.826134697871975e-21,5.0648954940245845e-09,0.9999999949359335,0.0,0.0,0.0,0.0
Wake,6.793005244203819e-31,4.018174470208502e-09,0.9999999959836714,0.0,0.0,0.0,0.0
Wake,3.2108474108882476e-26,2.4182669876079456e-11,0.9999999999708962,0.0,0.0,0.007751937984496124,0.0
Wake,1.3697444065987439e-21,1.0200478866126313e-07,0.9999998979910795,0.0,0.0,0.007751937984496124,0.0
Wake,1.1420984011652117e-29,1.0167734404213643e-10,0.9999999999126885,0.0,0.0,0.0,0.0
Wake,1.827308634883192e-25,2.4050718267916374e-10,0.9999999997671694,0.0,0.0,0.0,0.0
Wake,2.7924666863169833e-24,2.317870659317992e-10,0.9999999997671694,0.0,0.0,0.0,0.0
Wake,3.5865131425512825e-23,3.594984074629504e-11,0.9999999999708962,0.0,0.0,0.007751937984496124,0.0
Wake,1.3284742909321167e-22,1.4339489631826784e-10,0.9999999998544808,0.0,0.0,0.007751937984496124,0.0
Wake,1.4360497191089836e-28,5.249882796623776e-11,0.9999999999417923,0.0,0.0,0.0,0.0
Wake,1.9421814471746853e-19,6.5661726131254414e-12,1.0,0.0,0.0,0.007751937984496124,0.0
Wake,2.665817972737397e-26,1.0887239334752747e-12,1.0,0.0,0.0,0.007751937984496124,0.0
Wake,5.426173273471284e-25,1.0080757354914903e-13,1.0,0.0,0.0,0.0,0.0
Wake,1.204455866628639e-20,1.9614704496074452e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,5.221520588556109e-24,2.1121628457250983e-09,0.9999999978754204,0.0,0.0,0.0,0.0
Wake,1.809419035876047e-15,2.3957625529727484e-10,0.9999999997671676,0.0,0.0,0.0,0.0
Wake,8.930771593545554e-30,3.26819880682794e-13,1.0,0.0,0.0,0.007751937984496124,0.0
Wake,1.6398402154645447e-23,3.0386139478505157e-10,0.9999999997089617,0.0,0.0,0.007751937984496124,0.0
Wake,8.704529290991705e-26,1.307307999030769e-11,1.0,0.0,0.0,0.0,0.0
Wake,7.795103445497086e-24,2.76750698767015e-10,0.9999999997089617,0.0,0.0,0.0,0.0
Wake,1.2606572373585559e-28,8.406684245167003e-13,1.0,0.0,0.0,0.0,0.0
Wake,2.050268498678815e-29,7.008751005978253e-14,1.0,0.0,0.0,0.0,0.0
Wake,9.051393762019757e-27,3.29370810402996e-15,1.0,0.0,0.0,0.0,0.0
Wake,4.3898085032094335e-25,2.0179036562241765e-12,1.0,0.0,0.0,0.0,0.0
Wake,5.741124075410433e-20,3.740734379339365e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,4.938381094267066e-25,5.733393860124667e-12,1.0,0.0,0.0,0.007751937984496124,0.0
Wake,4.7344421608649825e-25,3.739292537170084e-09,0.9999999962747097,0.0,0.0,0.0,0.0
Wake,6.238536356545043e-25,7.853920803551902e-09,0.9999999921419658,0.0,0.0,0.0,0.0
Wake,2.1572245953665183e-19,1.3758687957520274e-10,0.9999999998544808,0.0,0.0,0.0,0.0
Wake,2.209092165290664e-23,5.030042631044348e-13,1.0,0.0,0.0,0.0,0.0
Wake,2.73376398157871e-28,1.3827831575950238e-10,0.9999999998544808,0.0,0.0,0.007751937984496124,0.0
Wake,5.430721655934102e-31,1.066759135961468e-13,1.0,0.0,0.0,0.0,0.0
Wake,7.375734104817198e-31,2.7429829868740083e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,1.265381610738106e-32,4.7621591253671275e-12,1.0,0.0,0.0,0.007751937984496124,0.0
Wake,1.346834211402047e-18,1.0498503232446556e-10,0.9999999998835847,0.0,0.0,0.0,0.0
Wake,2.597522119037448e-22,1.402656362201271e-13,1.0,0.0,0.0,0.0,0.0
Wake,5.4533020683685234e-27,9.286251679543691e-12,1.0,0.0,0.0,0.023255813953488372,0.0
Wake,1.1237354750615244e-24,2.4822419554620175e-10,0.9999999997380655,0.0,0.0,0.0,0.0
Wake,1.1223854946106051e-13,7.261007799386464e-08,0.9999999273858335,0.0,0.0,0.0,0.0
Wake,2.748555216273407e-33,8.191394802137817e-11,0.9999999999126885,0.0,0.0,0.0,0.0
Wake,8.712607133142921e-20,2.282576017161287e-11,0.9999999999708962,0.0,0.0,0.0,0.0
Wake,9.977071419778618e-25,5.734009716394439e-08,0.9999999426654557,0.0,0.0,0.0,0.0
Wake,5.5144495165875566e-34,2.2119117285969335e-09,0.9999999977881089,0.0,0.0,0.0,0.0
Wake,6.103065390294781e-16,3.8183248727886265e-10,0.9999999996216495,0.0,0.0,0.0,0.0
Wake,5.513555595448713e-25,2.0171144971658155e-10,0.9999999997962732,0.0,0.0,0.0,0.0
Wake,1.1443938864727084e-29,6.907316365065894e-11,0.9999999999417923,0.0,0.0,0.007751937984496124,0.0
Wake,1.2154788290485045e-22,3.652418861887408e-13,1.0,0.0,0.0,0.007751937984496124,0.0
Wake,1.342734075952776e-21,2.9495474021606973e-12,1.0,0.0,0.0,0.0,0.0
Wake,5.92081143780806e-23,3.310723083830995e-10,0.9999999996798579,0.0,0.0,0.007751937984496124,0.0
Wake,2.214365157523623e-27,1.757124856713247e-08,0.9999999824212865,0.0,0.0,0.0,0.0
